council,“Council” means that council established pursuant to s. 259.035.
council,“Council” means the Regulatory Council of Community Association Managers.
council,“Council” means the Florida Council on Arts and Culture.
council,“Council” or “advisory council” means an advisory body created by specific statutory enactment and appointed to function on a continuing basis for the study of the problems arising in a specified functional or program area of state government and to provide recommendations and policy alternatives.
council,“Council” means the East Central Florida Regional Planning Council.
council,"“Council” means the Firefighters Employment, Standards, and Training Council."
council,“Council” means the Council of Licensed Midwifery.
council,“Council” or “statewide council” means the Florida Statewide Advocacy Council.
council,“Council” means the Florida Oceans and Coastal Council created by this act.
council,“Council” means the Advisory Council on Radiation Protection.
council,“Council” means the Soil and Water Conservation Council.
council,“Council” means the Electrolysis Council.
council on homelessness,“Council on Homelessness” means the council created in s. 420.622.
counterfeit cigarettes,"“Counterfeit cigarettes” means cigarettes that have false manufacturing labels, tobacco product packs with counterfeit tax stamps, or any combination thereof."
counterfeit credit card,"“Counterfeit credit card” means any credit card which is fictitious, altered, or forged; any facsimile or false representation, depiction, or component of a credit card; or any credit card which is stolen, obtained as part of a scheme to defraud, or otherwise unlawfully obtained, and which may or may not be embossed with account information or a company logo."
counties,"“Counties” means Orange, Seminole, and Lake Counties."
"counties, cities, towns","The term “counties, cities, towns” shall mean any recognized political subdivision of the state government."
county,The word “county” shall mean any of the several counties of the state operating under the authority granted by this chapter.
county,“County” means a political subdivision of the state administered by a board of county commissioners.
county,"“County” means a political subdivision of the state as established pursuant to s. 1, Art. VIII of the State Constitution."
county,“County” means any county within the regional transportation area.
county,"“County” means a political subdivision of the state established pursuant to s. 1, Art. VIII of the State Constitution."
county,"“County” means a political subdivision of the state established pursuant to s. 1, Art. VIII of the State Constitution."
county,“County” means the geographic boundaries of each county as established by law.
county,“County” means the County of Hillsborough.
county,The word “county” shall mean any county and the word “municipality” shall mean any municipality in Florida.
county,The term “county” means the County of Orange.
county,“County” means Santa Rosa County.
county,"“County” means any county operating under a home rule charter adopted pursuant to ss. 10, 11, and 24, Art. VIII of the Constitution of 1885, as preserved by Art. VIII, s. 6(e) of the Constitution of 1968, which county, by resolution of its board of county commissioners, elects to exercise the powers herein conferred. Use of the word “county” within the above provisions shall include “board of county commissioners” of such county."
county,“County” means the County of Duval.
county agency,"“County agency” means a board of county commissioners or other legislative and governing body of a county, however styled, including that of a consolidated or metropolitan government, a clerk of the circuit court, a separate or ex officio clerk of the county court, a sheriff, a property appraiser, a tax collector, a supervisor of elections, or any other officer in whom any portion of the fiscal duties of the above are under law separately placed."
county charter,“County charter” means the charter by which county government in this state may exercise all powers of local self-government not inconsistent with general law and as adopted by a vote of the electors of the county.
county commission,The term “county commission” or the word “commission” shall mean the board of county commissioners of any county operating under the powers granted by this chapter.
county fair,"“County fair” means an annual public fair that serves an entire county and provides exhibitors with premiums or awards for exhibits that are in accordance with s. 616.17. Agricultural products must be typical of those produced in the county the exhibit represents. The majority of the board of directors of the fair shall reside, be employed, or operate a business in the county that the fair association represents."
county fee officers,"“County fee officers” means those county officials who are assigned specialized functions within county government and whose budgets are established independently of the local governing body, even though said budgets may be reported to the local governing body or may be composed of funds either generally or specially available to a local governing authority involved."
county gasoline tax funds,"“County gasoline tax funds” means all the 80-percent surplus gasoline tax funds accruing in each year to the department for use within the geographic boundaries of an expressway authority established pursuant to the Florida Expressway Authority Act under the provisions of s. 9, Art. XII of the State Constitution, after deduction only of any amounts of such gasoline tax funds heretofore pledged by the department or a county for outstanding obligations."
county health department,“County health department” means agencies and entities as designated in chapter 154.
county health department,“County health department” means an agency or entity designated as such in chapter 154.
county property appraiser,"“County property appraiser” means the county officer charged with determining the value of all property within the county, with maintaining certain records connected therewith, and with determining the tax on taxable property after taxes have been levied. He or she shall also be referred to in these statutes as the “property appraiser” or “appraiser.”"
county road system,"“County road system” means all collector roads in the unincorporated areas of a county and all extensions of such collector roads into and through any incorporated areas, all local roads in the unincorporated areas, and all urban minor arterial roads not in the State Highway System."
county tax collector,"“County tax collector” means the county officer charged with the collection of ad valorem taxes levied by the county, the school board, any special taxing districts within the county, and all municipalities within the county."
couple,“Couple” means a husband and wife legally married under the laws of any state or territorial possession of the United States or of any foreign country.
court,“Court” means the court of legal jurisdiction in the context in which the term is used in this chapter.
court,"“Court” means any tribunal in this state or any other state, or any federal tribunal, which has jurisdiction over any civil, criminal, traffic, or administrative action."
court,“Court” means a court of competent jurisdiction.
court,“Court” means the circuit court.
court,“Court” means the circuit court where the petition is filed in accordance with s. 727.104(2).
court,“Court” means the circuit court.
court,“Court” means the circuit court.
court,"“Court” means an entity authorized under the laws of a state to establish, enforce, or modify a child custody determination."
court,“Court” includes every court and judge having jurisdiction in the action.
court,"“Court” means a circuit court of this state and, if the context requires, the court of any state that is empowered to grant petitions for adoption."
court,“Court” means a judge or successor who designates a defendant as a youthful offender.
court,“Court” means the circuit court.
court monitor,“Court monitor” means a person appointed by the court under s. 744.107 to provide the court with information concerning a ward.
court of competent jurisdiction,"“Court of competent jurisdiction” means a civil or criminal court in the State of Florida, or a bankruptcy court."
covenant or restriction,The term “covenant or restriction” means any agreement or limitation contained in a document recorded in the public records of the county in which a parcel is located which subjects the parcel to any use restriction which may be enforced by a homeowners’ association or which authorizes a homeowners’ association to impose a charge or assessment against the parcel or the owner of the parcel or which may be enforced by the Florida Department of Environmental Protection pursuant to chapter 376 or chapter 403.
covered claim,"“Covered claim” means an unpaid claim, including one of unearned premiums, which arises out of, and is within the coverage, and not in excess of, the applicable limits of an insurance policy to which this part applies, issued by an insurer, if such insurer becomes an insolvent insurer and the claimant or insured is a resident of this state at the time of the insured event or the property from which the claim arises is permanently located in this state. For entities other than individuals, the residence of a claimant, insured, or policyholder is the state in which the entity’s principal place of business is located at the time of the insured event. The term does not include:"
covered claim,"“Covered claim” means an unpaid claim, including a claim for return of unearned premiums, which arises out of, is within the coverage of, and is not in excess of the applicable limits of, an insurance policy to which this part applies, which policy was issued by an insurer and which claim is made on behalf of a claimant or insured who was a resident of this state at the time of the injury. The term “covered claim” includes unpaid claims under any employer liability coverage of a workers’ compensation policy limited to the lesser of $300,000 or the limits of the policy. The term “covered claim” does not include any amount sought as a return of premium under any retrospective rating plan; any amount due any reinsurer, insurer, insurance pool, or underwriting association, as subrogation recoveries or otherwise; any claim that would otherwise be a covered claim that has been rejected or denied by any other state guaranty fund based upon that state’s statutory exclusions, including, but not limited to, those based on coverage, policy type, or an insured’s net worth, except this exclusion from the definition of covered claim does not apply to employers who, prior to April 30, 2004, entered into an agreement with the corporation preserving the employer’s right to seek coverage of claims rejected by another state’s guaranty fund; or any return of premium resulting from a policy that was not in force on the date of the final order of liquidation. Member insurers have no right of subrogation against the insured of any insolvent insurer. This provision applies retroactively to cover claims of an insolvent self-insurance fund resulting from accidents or losses incurred prior to January 1, 1994, regardless of the date the petition in circuit court was filed alleging insolvency and the date the court entered an order appointing a receiver."
covered employee,“Covered employee” means those corporation employees designated by rule of the corporation.
covered group,"“Covered group” means the officers and employees of an employer who become members under this chapter. “Covered group” applies also when the employer is a charter technical career center, charter school, special district, or city for which coverage under this chapter is applied for by the employer and approved for social security coverage by the United States Secretary of Health and Human Services and approved by the administrator for membership under this chapter. Members of a firefighters’ pension trust fund or a municipal police officers’ retirement trust fund, established in accordance with chapter 175 or chapter 185, respectively, shall be considered eligible for membership under this chapter only after holding a referendum and by affirmative majority vote electing coverage under this chapter."
covered multifamily dwelling,“Covered multifamily dwelling” means:
covered policy,"“Covered policy” means any policy or contract set out in s. 631.713 and reduced to written, printed, or other tangible form."
covered policy,“Covered policy” means any policy or contract issued by an HMO for health care services.
credit allowance date,“Credit allowance date” means:
credit balance,“Credit balance” means any uninsured balance on one or more accounts of a nonresident or resident person or entity derived from the overseas transfer of funds and from the permissible activities of an international agency or international branch. A credit balance may be a demand balance or a term balance.
credit balance,“Credit balance” means an account balance in the customer’s favor.
credit card,"“Credit card” means any instrument or device, whether known as a credit card, credit plate, bank service card, banking card, check guarantee card, electronic benefits transfer (EBT) card, or debit card or by any other name, issued with or without fee by an issuer for the use of the cardholder in obtaining money, goods, services, or anything else of value on credit or for use in an automated banking device to obtain any of the services offered through the device."
credit counseling agency,“Credit counseling agency” means any organization providing debt management services or credit counseling services.
credit counseling services,"“Credit counseling services” means confidential money management, debt reduction, and financial educational services."
credit disability insurance,“Credit disability insurance” means insurance under which a borrower of money or a purchaser or a lessee of goods is insured in connection with a specific loan or credit transaction against loss of time resulting from accident or sickness.
credit grantor,"“Credit grantor” means any person or entity to whom a commercial claim is owed, due, or alleged to be owed or due, whether or not such person or entity is domiciled or doing business within this state and whether or not such commercial claim arose within this state. However, such term does not apply to any registrant under this part who has received an assignment or transfer of a commercial claim in default solely for the purpose of facilitating collection of such commercial claim for another."
credit life insurance,“Credit life insurance” means insurance on the life of a debtor pursuant to or in connection with a specific loan or other credit transaction. There are three recognized forms:
credit report,"“Credit report” means any written, oral, or other information obtained from a consumer reporting agency as described in the federal Fair Credit Reporting Act, which bears on an individual’s credit worthiness, credit standing, or credit capacity. A credit score alone, as calculated by the reporting agency, is not considered a credit report."
credit score,"“Credit score” means a score, grade, or value that is derived by using data from a credit report in any type of model, method, or program, whether electronically, in an algorithm, in a computer software or program, or by any other process for the purpose of grading or ranking credit report data."
credit service organization,"“Credit service organization” means any person who, with respect to the extension of credit by others, sells, provides, performs, or represents that he or she can or will sell, provide, or perform, in return for the payment of money or other valuable consideration, any of the following services:"
credit union,“Credit union” means any cooperative society organized pursuant to this chapter.
creditable service,"“Creditable service” or “credited service” means the aggregate number of years of service, and fractional parts of years of service, of any firefighter, omitting intervening years and fractional parts of years when such firefighter may not have been employed by the municipality or special fire control district, subject to the following conditions:"
creditable service,“Creditable service” means prior service plus membership service for which credit is allowable under s. 238.06.
creditable service,"“Creditable service” or “credited service” means the aggregate number of years of service and fractional parts of years of service of any police officer, omitting intervening years and fractional parts of years when such police officer may not have been employed by the municipality subject to the following conditions:"
creditable service,"“Creditable service” of any member means the sum of his or her past service, prior service, military service, out-of-state or non-FRS in-state service, workers’ compensation credit, leave-of-absence credit and future service allowed within the provisions of this chapter if all required contributions have been paid and all other requirements of this chapter have been met. However, in no case shall a member receive credit for more than a year’s service during any 12-month period. Service by a teacher, a nonacademic employee of a school board, or an employee of a participating employer other than a school board whose total employment is to provide services to a school board for the school year only shall be based on contract years of employment or school term years of employment, as provided in chapters 122 and 238, rather than 12-month periods of employment."
creditor,"“Creditor” means any person who offers or extends credit creating a debt or to whom a debt is owed, but does not include any person to the extent that they receive an assignment or transfer of a debt in default solely for the purpose of facilitating collection of such debt for another."
creditor,“Creditor” means a person who has a claim.
creditor,"“Creditor” means any person having a claim against the assignor, whether such claim is contingent, liquidated, unliquidated, or disputed."
creditor,"“Creditor” includes a general creditor, a secured creditor, a lien creditor, and any representative of creditors, including an assignee for the benefit of creditors, a trustee in bankruptcy, a receiver in equity, and an executor or administrator of an insolvent debtor’s or assignor’s estate."
creditor agent,"“Creditor agent” means any lending or financing institution or other creditor, or a representative of such an institution or creditor, which writes credit life or disability insurance on the life or health of a debtor."
creditor contribution,"“Creditor contribution” means any sum that a creditor agrees to contribute to a credit counseling agency, whether directly or by setoff against amounts otherwise payable to the creditor on behalf of debtors."
cremated remains,"“Cremated remains” means all the remains of the human body recovered after the completion of the cremation process, including processing or pulverization that leaves only bone fragments reduced to unidentifiable dimensions and may include the residue of any foreign matter, including casket material, bridgework, or eyeglasses that were cremated with the human remains."
cremation,"“Cremation” means any mechanical or thermal process whereby a dead human body is reduced to ashes and bone fragments. Cremation also includes any other mechanical or thermal process whereby human remains are pulverized, burned, recremated, or otherwise further reduced in size or quantity."
cremation chamber,“Cremation chamber” means the enclosed space within which the cremation process takes place. Cremation chambers covered by these procedures shall be used exclusively for the cremation of human remains.
cremation container,“Cremation container” means the casket or alternative container in which the human remains are transported to and placed in the cremation chamber for a cremation. A cremation container should meet substantially all of the following standards:
cremation interment container,"“Cremation interment container” means a rigid outer container that, subject to a cemetery’s rules and regulations, is composed of concrete, steel, fiberglass, or some similar material in which an urn is placed prior to being interred in the ground and that is designed to support the earth above the urn."
crew leader,“Crew leader” means an individual who:
crime prevention through environmental design,"“Crime prevention through environmental design” means the planned use of environmental design concepts such as natural access control, natural surveillance, and territorial reinforcement in a neighborhood or community setting which is designed to reduce criminal opportunity and foster positive social interaction among the legitimate users of that setting."
crime victim,"“Crime victim” means the victim of a crime and includes the aggrieved party, the aggrieved party’s estate if the aggrieved party is deceased, and the aggrieved party’s next of kin if the aggrieved party is deceased as a result of the conduct of a convicted offender. For the purposes of this act, the term “crime victim” does not include any person who participated in the criminal conduct or criminal episode resulting in the conviction."
criminal activity,"“Criminal activity” means to commit, to attempt to commit, to conspire to commit, or to solicit, coerce, or intimidate another person to commit:"
criminal gang,"“Criminal gang” means a formal or informal ongoing organization, association, or group that has as one of its primary activities the commission of criminal or delinquent acts, and that consists of three or more persons who have a common name or common identifying signs, colors, or symbols, including, but not limited to, terrorist organizations and hate groups."
criminal gang associate,“Criminal gang associate” means a person who:
criminal intelligence information,"“Criminal intelligence information” means information with respect to an identifiable person or group of persons collected by a criminal justice agency in an effort to anticipate, prevent, or monitor possible criminal activity."
criminal investigative information,"“Criminal investigative information” means information with respect to an identifiable person or group of persons compiled by a criminal justice agency in the course of conducting a criminal investigation of a specific act or omission, including, but not limited to, information derived from laboratory tests, reports of investigators or informants, or any type of surveillance."
criminal justice agency,“Criminal justice agency” means:
criminal proceeding,“Criminal proceeding” means any criminal proceeding commenced by an investigative agency under s. 895.03 or any other provision of the Florida RICO Act.
crisis services,"“Crisis services” means short-term evaluation, stabilization, and brief intervention services provided to a person who is experiencing an acute mental or emotional crisis, as defined in subsection (17), or an acute substance abuse crisis, as defined in subsection (18), to prevent further deterioration of the person’s mental health. Crisis services are provided in settings such as a crisis stabilization unit, an inpatient unit, a short-term residential treatment program, a detoxification facility, or an addictions receiving facility; at the site of the crisis by a mobile crisis response team; or at a hospital on an outpatient basis."
crisis stabilization unit,"“Crisis stabilization unit” means a program that provides an alternative to inpatient hospitalization and that provides brief, intensive services 24 hours a day, 7 days a week, for mentally ill individuals who are in an acutely disturbed state."
critical access hospital,“Critical access hospital” means a hospital that meets the definition of “critical access hospital” in s. 1861(mm)(1) of the Social Security Act and that is certified by the Secretary of Health and Human Services as a critical access hospital.
critical care,“Critical care” means care given to a patient in any setting involving a life-threatening emergency.
cruelty,"In this chapter, and in every law of the state relating to or in any way affecting animals, the word “animal” shall be held to include every living dumb creature; the words “torture,” “torment,” and “cruelty” shall be held to include every act, omission, or neglect whereby unnecessary or unjustifiable pain or suffering is caused, except when done in the interest of medical science, permitted, or allowed to continue when there is reasonable remedy or relief; and the words “owner” and “person” shall be held to include corporations, and the knowledge and acts of agents and employees of corporations in regard to animals transported, owned, employed by or in the custody of a corporation, shall be held to be the knowledge and act of such corporation."
cubic foot,"“Cubic foot” means a unit of measurement for gas production and is the volume of gas contained in one cubic foot of space at a base temperature of 60 degrees Fahrenheit and a base pressure of 14.65 pounds per square inch absolute, pressure and specific gravity corrections to be made according to Boyle’s Law and a test made by the balance method, respectively."
culpable negligence,"“Culpable negligence” means reckless disregard of human life or safety and consciously doing an act or following a course of conduct that the actor knew, or reasonably should have known, was likely to cause bodily injury."
cultivating,“Cultivating” means the preparation of any soil or hydroponic medium for the planting of a controlled substance or the tending and care or harvesting of a controlled substance.
cultural support grants,“Cultural support grants” means grants that provide support for general programs and specific cultural projects.
culture builds florida grants,“Culture Builds Florida grants” means grants used for the purpose of connecting the arts to key areas of the division’s long-term strategic plan.
curator,“Curator” means a person appointed by the court to take charge of the estate of a decedent until letters are issued.
cure,“Cure” or “treatment to cure” means the completion of a course of antituberculosis treatment.
currency,"“Currency” means the coin and paper money of the United States or of any other country which is designated as legal tender and which circulates and is customarily used and accepted as a medium of exchange in the country of issuance. Currency includes United States silver certificates, United States notes, and Federal Reserve notes. Currency also includes official foreign bank notes that are customarily used and accepted as a medium of exchange in a foreign country."
current expenses,“Current expenses” means expenses to meet known cash needs and anticipated cash-flow requirements for the short term.
current meet,“Current meet” or “current race meet” means the conduct of racing or games pursuant to a current year’s operating license issued by the division.
current month,“Current month” means the month immediately following the month for which the monthly report is due from qualified public depositories.
curriculum,“Curriculum” means a planned sequence of course offerings and learning experiences that comprise a nursing education program.
custodial property,“Custodial property” means any interest in property transferred to a custodian under this act and the income from and proceeds of that interest in property.
custodial service,"“Custodial service” means care for a person which entails observation of diet and sleeping habits and maintenance of a watchfulness over the general health, safety, and well-being of the aged or infirm."
custodian,"“Custodian” means any elected or appointed state officer, board, commission, or authority, and any other person or agency entitled to lawful custody of property owned by the state."
custodian,“Custodian” means the person to whom the custody of county or district property has been delegated by the governmental unit.
custodian,"“Custodian” means the Chief Financial Officer or any bank, savings association, or trust company that:"
custodian,“Custodian” means a person so designated under s. 710.111 or a successor or substitute custodian designated under s. 710.121.
custodian of public records,"“Custodian of public records” means the elected or appointed state, county, or municipal officer charged with the responsibility of maintaining the office having public records, or his or her designee."
customer,“Customer” includes a customer’s designated agent.
customer,“Customer” means the person who signs the written repair estimate or any other person whom the person who signs the written repair estimate designates on the written repair estimate as a person who may authorize repair work.
customer,“Customer” means:
customer,"“Customer” means a person, including a bank, having an account with a bank or from whom a bank has agreed to receive payment orders."
customer,“Customer” means a member of the public who is or may be a buyer or seller of real property and may or may not be represented by a real estate licensee in an authorized brokerage relationship.
customer,"“Customer” means a person having an account with a bank or for whom a bank has agreed to collect items, including a bank that maintains an account at another bank."
customer entity,“Customer entity” means an entity that obtains services from a primary data center.
customer representative,“Customer representative” means an individual appointed by a general lines agent or agency to assist that agent or agency in transacting the business of insurance from the office of that agent or agency.
dairy case,"“Dairy case” means a wire or plastic container which holds 16 quarts or more of beverage and is used by a distributor, retailer, or its agent as a means to transport, store, or carry dairy products."
dairy cattle,“Dairy cattle” means animals of the genus  of various breeds which are raised primarily for the production of milk or milk products.
dairy farm,"“Dairy farm” means any place or premises where one or more cows, goats, sheep, water buffalo, or other hooved mammals are kept and from which a part or all of the milk is provided, sold, or offered for sale."
dam,"“Dam” means any artificial or natural barrier, with appurtenant works, raised to obstruct or impound, or which does obstruct or impound, any of the surface waters of the state."
damage,"“Damage” means any impact upon or contact with, including, without limitation, penetrating, striking, scraping, displacing, or denting, however slight, the protective coating, housing, or other protective devices of any underground facility, or the removal or weakening of any lateral or vertical support from any underground facility, or the severance, partial or complete, of any underground facility."
dangerous dog,“Dangerous dog” means any dog that according to the records of the appropriate authority:
data,"“Data” means a representation of information, knowledge, facts, concepts, computer software, computer programs, or instructions. Data may be in any form, in storage media or stored in the memory of the computer, or in transit or presented on a display device."
data center,"“Data center” means agency space containing 10 or more physical or logical servers any of which supports a strategic or nonstrategic information technology service, as described in budget instructions developed pursuant to s. 216.023."
data communication device,"“Data communication device” means an electronic device that receives electronic information from one source and transmits or routes it to another, including, but not limited to, any such bridge, router, switch, or gateway."
data processing services,"“Data processing services” means the appropriation category used to fund electronic data processing services provided by state agencies or the judicial branch, which services include, but are not limited to, systems design, software development, or time-sharing by other governmental units or budget entities."
data processing software,"“Data processing software” means the programs and routines used to employ and control the capabilities of data processing hardware, including, but not limited to, operating systems, compilers, assemblers, utilities, library routines, maintenance routines, applications, and computer networking programs."
date of insolvency,“Date of insolvency” means the effective date of an order of liquidation entered by a court of competent jurisdiction.
date of maximum medical improvement,"“Date of maximum medical improvement” means the date after which further recovery from, or lasting improvement to, an injury or disease can no longer reasonably be anticipated, based upon reasonable medical probability."
date of participation,“Date of participation” means the date on which the officer or employee becomes a member.
date of sale,“Date of sale” means the day when the product is physically delivered to the buyer.
dating,"“Dating” or “code dating” means the use of the actual date of pack according to the month and day of the month, or the Julian calendar date. No other code dating is permitted unless approved by the department. Dating or code dating must be legible."
datum,"“Datum” means a reference point, line, or plane used as a basis for measurements."
datum plane,"“Datum plane” means a surface used as reference from which heights or depths are reckoned. The plane is called a tidal datum when defined by a phase of the tide—for example, high water or low water."
day,“Day” means a calendar day.
day,“Day” means the standard calendar period of 24 consecutive hours ending at 12 o’clock midnight.
day labor,"“Day labor” means temporary labor or employment that is occasional or irregular for which the worker is employed for not longer than the time period required to complete the temporary assignment for which the individual worker was hired, although an individual may be eligible for additional temporary assignments when available."
day or night treatment with community housing,“Day or night treatment with community housing” means a program intended for individuals who can benefit from living independently in peer community housing while participating in treatment services for a minimum of 5 hours a day for a minimum of 25 hours per week.
day treatment,"“Day treatment” means a nonresidential, community-based program designed to provide therapeutic intervention to youth who are placed on probation or conditional release or are committed to the minimum-risk nonresidential level. A day treatment program may provide educational and vocational services and shall provide case management services; individual, group, and family counseling; training designed to address delinquency risk factors; and monitoring of a youth’s compliance with, and facilitation of a youth’s completion of, sanctions if ordered by the court. Program types may include, but are not limited to, career programs, marine programs, juvenile justice alternative schools, training and rehabilitation programs, and gender-specific programs."
days,“Days” means calendar days.
days,"“Days” means calendar days, but if a period would end on a day other than a business day, then the last day of that period shall instead be the next business day."
days,"“Days” means calendar days, but if a period would end on a day other than a business day, the last day of that period shall instead be the next business day."
dead body,“Dead body” means a human body or such parts of a human body from the condition of which it reasonably may be concluded that death recently occurred.
deaf,"“Deaf” means having a permanent hearing impairment and being unable to discriminate speech sounds in verbal communication, with or without the assistance of amplification devices."
dealer,"“Dealer” means any person, firm, corporation, or business entity licensed or required to be licensed under s. 320.771."
dealer,"“Dealer” means a motor vehicle dealer as defined in s. 320.27, but does not include a motor vehicle auction as defined in s. 320.27(1)(c)4."
dealer,“Dealer” means a person registered with the department as a provider of communications services in this state.
dealer,"The term “dealer” means any person who is engaged in, or who intends to engage in the business of selling motor vehicles at retail in this state. The term “dealer” shall also include “retail agent.”"
dealer,“Dealer” means any wholesale dealer as hereinafter defined.
dealer,"“Dealer” means any person, other than the manufacturer or distributor, who offers for sale, sells, barters, or otherwise supplies pesticides to the ultimate user or consumer."
dealer,“Dealer” means a person engaged in the wholesale or retail business of buying and selling explosives.
dealer,“Dealer” includes any of the following: The term “dealer” does not include the following:
dealer,"“Dealer” means any person, other than the manufacturer, who offers for sale, sells, barters, or supplies commercial fertilizer."
dealer,"“Dealer” means any person, firm, corporation, or other entity selling, brokering, or transferring ether to anyone other than a licensed ether manufacturer, distributor, or dealer."
dealer,"“Dealer” means any person, firm, or corporation, including a producer, processor, retailer, or wholesaler, that sells, offers for sale, or holds for the purpose of sale in this state 30 dozen or more eggs or its equivalent in any one week, or in excess of 100 pounds of dressed poultry in any one week."
dealer,"“Dealer” means any person authorized by the Department of Revenue to buy, sell, resell, or otherwise distribute off-highway vehicles. Such person must have a valid sales tax certificate of registration issued by the Department of Revenue and a valid commercial or occupational license required by any county, municipality, or political subdivision of the state in which the person operates."
dealer,"“Dealer” means any person, other than a refiner or wholesaler, who is engaged in the business of selling motor fuel at a retail outlet."
dealer in agricultural products,"“Dealer in agricultural products” means any person, partnership, corporation, or other business entity, whether itinerant or domiciled within this state, engaged within this state in the business of purchasing, receiving, or soliciting agricultural products from the producer or the producer’s agent or representative for resale or processing for sale; acting as an agent for such producer in the sale of agricultural products for the account of the producer on a net return basis; or acting as a negotiating broker between the producer or the producer’s agent or representative and the buyer."
dealer in appliances and equipment for use of liquefied petroleu,"“Dealer in appliances and equipment for use of liquefied petroleum gas” means any person selling or offering to sell, or leasing or offering to lease, apparatus, appliances, and equipment for the use of liquefied petroleum gas."
dealer in property,“Dealer in property” means any person in the business of buying and selling property.
death,"“Death” means the absence of life as determined, in accordance with currently accepted medical standards, by the irreversible cessation of all respiration and circulatory function, or as determined, in accordance with s. 382.009, by the irreversible cessation of the functions of the entire brain, including the brain stem."
death,“Death” as a basis for a right to compensation means only death resulting from an injury.
death in line of duty,"“Death in line of duty” means death arising out of and in the actual performance of duty required by a member’s employment during his or her regularly scheduled working hours or irregular working hours as required by the employer. The administrator may require such proof as he or she deems necessary as to the time, date, and cause of death, including evidence from any available witnesses. Workers’ compensation records under the provisions of chapter 440 may also be used."
debentures,"“Debentures” shall mean any notes, interim certificates, debentures, revenue certificates, or other obligations issued by an authority pursuant to this chapter."
debt,"“Debt” or “consumer debt” means any obligation or alleged obligation of a consumer to pay money arising out of a transaction in which the money, property, insurance, or services which are the subject of the transaction are primarily for personal, family, or household purposes, whether or not such obligation has been reduced to judgment."
debt,"For the purposes of ss. 702.07 and 702.08 the words “decree of foreclosure” shall include a judgment or order rendered or passed in the foreclosure proceedings in which the decree of foreclosure shall be rescinded, vacated, and set aside; the word “mortgage” shall mean any written instrument securing the payment of money or advances and includes liens to secure payment of assessments arising under chapters 718 and 719 and liens created pursuant to the recorded covenants of a homeowners’ association as defined in s. 712.01; the word “debt” shall include promissory notes, bonds, and all other written obligations given for the payment of money; the words “foreclosure proceedings” shall embrace every action in the circuit or county courts of this state wherein it is sought to foreclose a mortgage and sell the property covered by the same; and the word “property” shall mean and include both real and personal property."
debt,“Debt” means liability on a claim.
debt cancellation products,"“Debt cancellation products” means loan, lease, or retail installment contract terms, or modifications or addenda to such contracts, under which a creditor agrees to cancel or suspend all or part of a customer’s obligation to make payments upon the occurrence of specified events and includes, but is not limited to, debt cancellation contracts, debt suspension agreements, and guaranteed asset protection contracts offered by financial institutions, insured depository institutions as defined in 12 U.S.C. s. 1813(c), and subsidiaries of such institutions. The term does not include title insurance as defined in s. 624.608."
debt collector,"“Debt collector” means any person who uses any instrumentality of commerce within this state, whether initiated from within or outside this state, in any business the principal purpose of which is the collection of debts, or who regularly collects or attempts to collect, directly or indirectly, debts owed or due or asserted to be owed or due another. The term “debt collector” includes any creditor who, in the process of collecting her or his own debts, uses any name other than her or his own which would indicate that a third person is collecting or attempting to collect such debts. The term does not include:"
debt consolidation,“Debt consolidation” means any money advanced to an owner or the owner’s assignee in any connection with a home improvement contract.
debt management services,“Debt management services” means services provided to a debtor by a credit counseling organization for a fee to:
debt service,"“Debt service” shall mean for any bonds issued by the corporation or for any bonds or other form of indebtedness for which a guaranty has been issued pursuant to ss. 288.9606, 288.9607, and 288.9608, for any period for which such determination is to be made, the aggregate amount of all interest charges due or which shall become due on or with respect to such bonds or indebtedness during the period for which such determination is being made, plus the aggregate amount of scheduled principal payments due or which shall become due on or with respect to such bonds or indebtedness during the period for which such determination is being made. Scheduled principal payments may include only principal payments that are scheduled as part of the terms of the original bond or indebtedness issue and that result in the reduction of the outstanding principal balance of the bonds or indebtedness."
